LOAD_ZONE,VEHICLE_TYPE,BID_NUM,TIMEPOINT,ev_bid_by_type
Oahu,All_Diesel_Vehicles,0,4507011200,60.651913396207746
Oahu,All_Diesel_Vehicles,0,4507011202,30.439072882493285
Oahu,All_Diesel_Vehicles,0,4507011204,1.6241139323847333
Oahu,All_Diesel_Vehicles,0,4507011206,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011208,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011210,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011212,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011214,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011216,20.913087821071535
Oahu,All_Diesel_Vehicles,0,4507011218,43.030587821071535
Oahu,All_Diesel_Vehicles,0,4507011220,66.87608782107154
Oahu,All_Diesel_Vehicles,0,4507011222,83.40317201941016
Oahu,All_Diesel_Vehicles,0,4507011900,60.651913396207746
Oahu,All_Diesel_Vehicles,0,4507011902,30.439072882493285
Oahu,All_Diesel_Vehicles,0,4507011904,1.6241139323847333
Oahu,All_Diesel_Vehicles,0,4507011906,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011908,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011910,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011912,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011914,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507011916,20.913087821071535
Oahu,All_Diesel_Vehicles,0,4507011918,43.030587821071535
Oahu,All_Diesel_Vehicles,0,4507011920,66.87608782107154
Oahu,All_Diesel_Vehicles,0,4507011922,83.40317201941016
Oahu,All_Diesel_Vehicles,0,4507021200,60.65191339620774
Oahu,All_Diesel_Vehicles,0,4507021202,30.43907288249329
Oahu,All_Diesel_Vehicles,0,4507021204,1.6241139323847333
Oahu,All_Diesel_Vehicles,0,4507021206,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507021208,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507021210,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507021212,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507021214,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507021216,20.913087821071535
Oahu,All_Diesel_Vehicles,0,4507021218,43.030587821071535
Oahu,All_Diesel_Vehicles,0,4507021220,66.87608782107154
Oahu,All_Diesel_Vehicles,0,4507021222,83.40317201941016
Oahu,All_Diesel_Vehicles,0,4507050200,60.651913396207746
Oahu,All_Diesel_Vehicles,0,4507050202,30.43907288249329
Oahu,All_Diesel_Vehicles,0,4507050204,1.6241139323847333
Oahu,All_Diesel_Vehicles,0,4507050206,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507050208,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507050210,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507050212,3.9795878210715316
Oahu,All_Diesel_Vehicles,0,4507050214,3.9795878210715316
