GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2019,1.7171632842202103,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2020,1.5879144348703085,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2013,17.651949223363015,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2014,18.46402436923202,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2015,11.555100217999778,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2016,6.657507697402827,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2017,8.704037631574245,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2018,5.121353164505131,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2019,4.208711437104345,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2020,3.8919267052793023,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2013,6.2940231006527165,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2014,6.583578642813498,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2015,4.120115392479688,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2016,2.3738175716462595,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2017,3.1035333961628986,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2018,1.8260824748653475,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2019,1.5006686612295426,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2020,1.3877151060832384,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2013,6.3863214852124175,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2014,6.680123200028486,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2015,4.180534617011292,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2016,2.408628299792405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2017,3.149045005242187,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2018,1.8528609692889495,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2019,1.5226751411829593,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2020,1.4080651843197314,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2013,7.590416375494327,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2014,7.939612286231355,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2015,4.968744290239558,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2016,2.862757806909126,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2017,3.7427747460420693,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2018,2.202204551614011,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2019,1.8097645652439067,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2020,1.6735457269997485,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2013,8.485913104154905,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2014,8.876306200956222,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2015,5.554943259748747,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2016,3.2004982053556734,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2017,4.18433715518933,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2018,2.462014669301178,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2019,2.023275678159133,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2020,1.8709861109858723,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2013,8.530882460171243,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2014,8.923344365118592,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2015,5.584380542222909,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2016,3.217458589165852,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2017,4.206511191726656,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2018,2.4750616110766064,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2019,2.03399761263732,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2020,1.8809010181377444,.
Oahu_Tesoro_Hawaii,1990,20.0,.
Oahu_Waiau_10,1973,51.2,.
Oahu_Waiau_7,1966,77.8,.
Oahu_Waiau_8,1968,77.8,.
Oahu_Waiau_9,1973,51.2,.
Oahu_Puuloa,2027,99.0,.
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2027,9.542998,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2027,16.180538,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2027,16.020282,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2027,17.883342,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2027,3.784450,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2027,7.860232,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2027,2.917827,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2027,2.736768,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2027,1.971157,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2027,0.373357,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2027,4.363982,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2027,10.695979,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2027,3.813785,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2027,3.869712,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2027,12.344907,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2027,4.599318,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2027,11.218440,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2027,5.141933,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2027,5.511810,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2027,5.169182,.
Oahu_DistBattery,2027,48.666667,146.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2030,9.150820,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2030,15.515585,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2030,15.361914,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2030,17.148410,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2030,3.628925,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2030,7.537209,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2030,2.797916,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2030,2.624298,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2030,1.890150,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2030,0.358014,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2030,4.184641,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2030,10.256418,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2030,3.657054,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2030,3.710683,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2030,11.837582,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2030,4.410305,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2030,10.757409,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2030,4.930621,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2030,5.285297,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2030,4.956750,.
Oahu_DistBattery,2030,46.666667,140.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2035,11.765339,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2035,19.948609,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2035,19.751033,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2035,22.047956,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2035,4.665760,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2035,9.690697,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2035,3.597321,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2035,3.374098,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2035,2.430193,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2035,0.460303,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2035,5.380252,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2035,13.186823,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2035,4.701927,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2035,4.770878,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2035,15.219748,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2035,5.670392,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2035,13.830954,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2035,6.339370,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2035,6.795382,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2035,6.372964,.
Oahu_DistBattery,2035,60.000000,180.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2040,10.458079,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2040,17.732097,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2040,17.556474,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2040,19.598183,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2040,4.147342,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2040,8.613953,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2040,3.197619,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2040,2.999198,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2040,2.160172,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2040,0.409158,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2040,4.782446,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2040,11.721621,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2040,4.179490,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2040,4.240780,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2040,13.528665,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2040,5.040349,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2040,12.294181,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2040,5.634996,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2040,6.040340,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2040,5.664857,.
Oahu_DistBattery,2040,53.333333,160.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2045,29.922090,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2045,42.522123,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2045,50.231631,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2045,46.997056,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2045,9.945457,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2045,20.656530,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2045,9.474605,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2045,7.192171,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2045,6.400629,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2045,0.981174,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2045,14.170480,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2045,34.731385,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2045,12.383909,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2045,12.565513,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2045,32.442163,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2045,14.934649,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2045,29.481832,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2045,16.696599,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2045,14.484924,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2045,16.785079,.
Oahu_DistBattery,2045,141.000000,423.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2050,49.013952,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2050,44.701925,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2050,82.282044,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2050,49.406255,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2050,10.455289,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2050,21.715440,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2050,11.282799,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2050,7.560861,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2050,7.622166,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2050,1.031472,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2050,16.874864,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2050,41.359744,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2050,14.747334,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2050,14.963595,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2050,34.105238,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2050,17.784873,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2050,30.993152,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2050,19.883084,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2050,15.227461,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2050,19.988451,.
Oahu_DistBattery,2050,170.333333,511.000000
