GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2019,1.7171632842202103,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2020,1.5879144348703085,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2013,17.651949223363015,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2014,18.46402436923202,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2015,11.555100217999778,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2016,6.657507697402827,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2017,8.704037631574245,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2018,5.121353164505131,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2019,4.208711437104345,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2020,3.8919267052793023,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2013,6.2940231006527165,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2014,6.583578642813498,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2015,4.120115392479688,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2016,2.3738175716462595,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2017,3.1035333961628986,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2018,1.8260824748653475,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2019,1.5006686612295426,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2020,1.3877151060832384,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2013,6.3863214852124175,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2014,6.680123200028486,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2015,4.180534617011292,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2016,2.408628299792405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2017,3.149045005242187,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2018,1.8528609692889495,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2019,1.5226751411829593,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2020,1.4080651843197314,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2013,7.590416375494327,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2014,7.939612286231355,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2015,4.968744290239558,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2016,2.862757806909126,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2017,3.7427747460420693,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2018,2.202204551614011,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2019,1.8097645652439067,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2020,1.6735457269997485,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2013,8.485913104154905,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2014,8.876306200956222,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2015,5.554943259748747,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2016,3.2004982053556734,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2017,4.18433715518933,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2018,2.462014669301178,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2019,2.023275678159133,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2020,1.8709861109858723,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2013,8.530882460171243,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2014,8.923344365118592,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2015,5.584380542222909,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2016,3.217458589165852,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2017,4.206511191726656,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2018,2.4750616110766064,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2019,2.03399761263732,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2020,1.8809010181377444,.
Oahu_Tesoro_Hawaii,1990,20.0,.
Oahu_Waiau_10,1973,51.2,.
Oahu_Waiau_7,1966,77.8,.
Oahu_Waiau_8,1968,77.8,.
Oahu_Waiau_9,1973,51.2,.
Oahu_Puuloa,2027,99.0,.
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2027,8.235738,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2027,13.964026,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2027,13.825723,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2027,15.433569,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2027,3.266032,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2027,6.783488,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2027,2.518125,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2027,2.361868,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2027,1.701135,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2027,0.322212,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2027,3.766177,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2027,9.230776,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2027,3.291349,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2027,3.339614,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2027,10.653824,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2027,3.969275,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2027,9.681668,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2027,4.437559,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2027,4.756767,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2027,4.461075,.
Oahu_DistBattery,2027,42.000000,126.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2030,3.268150,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2030,5.541280,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2030,5.486398,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2030,6.124432,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2030,1.296045,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2030,2.691860,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2030,0.999256,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2030,0.937249,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2030,0.675054,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2030,0.127862,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2030,1.494514,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2030,3.663006,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2030,1.306091,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2030,1.325244,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2030,4.227708,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2030,1.575109,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2030,3.841932,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2030,1.760936,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2030,1.887606,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2030,1.770268,.
Oahu_DistBattery,2030,16.666667,50.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2035,2.614520,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2035,4.433024,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2035,4.389118,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2035,4.899546,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2035,1.036836,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2035,2.153488,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2035,0.799405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2035,0.749800,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2035,0.540043,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2035,0.102290,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2035,1.195612,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2035,2.930405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2035,1.044873,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2035,1.060195,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2035,3.382166,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2035,1.260087,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2035,3.073545,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2035,1.408749,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2035,1.510085,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2035,1.416214,.
Oahu_DistBattery,2035,13.333333,40.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2040,2.614520,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2040,4.433024,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2040,4.389118,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2040,4.899546,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2040,1.036836,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2040,2.153488,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2040,0.799405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2040,0.749800,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2040,0.540043,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2040,0.102290,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2040,1.195612,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2040,2.930405,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2040,1.044873,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2040,1.060195,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2040,3.382166,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2040,1.260087,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2040,3.073545,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2040,1.408749,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2040,1.510085,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2040,1.416214,.
Oahu_DistBattery,2040,13.333333,40.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2045,22.309431,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2045,32.321892,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2045,37.451899,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2045,35.723375,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2045,7.559735,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2045,15.701429,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2045,7.039596,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2045,5.466909,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2045,4.755643,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2045,0.745810,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2045,10.528613,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2045,25.805289,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2045,9.201198,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2045,9.336129,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2045,24.659918,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2045,11.096388,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2045,22.409713,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2045,12.405510,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2045,11.010272,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2045,12.471251,.
Oahu_DistBattery,2045,106.000000,318.000000
Oahu_FlatDistPV_Oahu_FlatDistPV_0,2050,39.179851,.
Oahu_FlatDistPV_Oahu_FlatDistPV_1,2050,38.445182,.
Oahu_FlatDistPV_Oahu_FlatDistPV_2,2050,65.773072,.
Oahu_FlatDistPV_Oahu_FlatDistPV_3,2050,42.491067,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_0,2050,8.991906,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_1,2050,18.676021,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_10,2050,9.325595,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_11,2050,6.502599,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_12,2050,6.299964,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_13,2050,0.887101,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_14,2050,13.947615,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_15,2050,34.185152,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_2,2050,12.189143,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_3,2050,12.367890,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_4,2050,29.331670,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_5,2050,14.699767,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_6,2050,26.655170,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_7,2050,16.434005,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_8,2050,13.096137,.
Oahu_SlopedDistPV_Oahu_SlopedDistPV_9,2050,16.521094,.
Oahu_DistBattery,2050,142.000000,426.000000
